f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,label
-1.5672008,-3.5012143,-0.11791207,-0.3337741,-0.76904386,1.2226512,1.8198835,-5.182509,-1.3488902,2.2781787,-0.76774275,-0.5789083,-0.31067425,2.5633917,0.24428988,2.6041162,-2.518239,-1.6237377,1.6525809,0.3390336,1.9685975,0.88055676,0.254964,-0.93657905,-0.47058967,0.7739701,0.9850739,0.17021437,1.3983101,-3.3560674,-0.34564617,-1.8412497,-0.21738246,-0.019222401,0.207671,-0.36830258,-1.5258722,0.9196448,0.3965445,0.46858403,-1.1306007,0.41475677,0.2922581,0.091142714,1.4367646,-1.5384134,0.87631536,1.2534035,1.3640406,-0.1946523,0
7.459701,-2.3297873,1.4513316,-0.61234355,-0.2898238,0.70249283,2.8444483,0.66404706,-0.9236371,1.1598189,-1.1801777,-0.34040555,0.33615798,-0.88157696,-0.25019673,-0.7382324,-1.1240553,-0.44123724,-3.0011659,-0.15569052,-0.58152115,-0.79290557,-0.81929886,1.3457006,-1.4661512,0.7684488,2.3443837,-1.9816118,0.7509294,-0.17005502,0.4129937,2.942599,1.2076718,0.12191147,1.3542479,1.8866162,-0.62231475,-0.07702319,-0.88278216,1.587277,-0.75479686,0.6735679,0.09029521,0.6798493,0.023283143,-0.7661916,-0.109530196,0.48449343,0.64966446,1.5045996,0
2.2341712,-1.6545974,-0.33188215,3.6235719,-2.8517914,-1.1800476,-1.6727496,1.2712567,-4.302571,-4.223061,-3.2969935,0.99455345,2.5505416,-0.80320114,0.28343564,0.41130432,-1.589821,-0.037288487,-2.10172,-0.1107172,-3.1509705,0.5375883,1.9380568,-0.5696776,-1.7966591,-0.63135153,0.83925766,-2.0909882,-0.14849396,2.303843,-0.64088535,0.8043363,4.5697503,0.57769334,0.8168578,0.9703934,0.68748736,-0.81584,0.63417757,-0.35636202,-0.7933433,-0.60155904,-0.045469135,0.21036169,0.0871821,-0.39766276,-0.41873848,3.9161923,-1.0941445,1.2912467,0
2.5526538,-6.7520323,-1.2607555,3.4865267,-2.019511,-1.436267,1.0777276,-1.4780139,-0.90501183,-1.165974,-0.37111875,1.691148,0.26258695,-0.00403495,-0.05771186,-1.5810033,0.09827747,-0.3045971,-0.9028214,-1.382127,0.046259623,1.5298724,-1.6169813,1.9659508,-0.19946773,-1.5126929,0.38554403,-2.4217079,0.09008065,-0.99384195,-0.1572586,-0.38569963,0.39980352,-0.10988055,1.5784056,-0.57105064,-0.6818651,2.7969623,-0.61928385,1.4747427,0.23494628,-0.983461,2.452279,0.09775808,0.49789616,1.0188335,-0.4898056,-0.44286022,-0.6548405,1.119856,0
5.37767,-2.6034775,-3.444357,8.330736,2.6308796,-0.7980365,1.5661578,-2.923449,-2.6017764,0.7578244,0.16218925,2.234231,-2.7796566,-0.9894464,2.872146,-0.32742667,0.7443695,0.11482709,0.36517063,1.9178917,-0.17268333,-2.0761774,-1.1561023,2.3862557,-1.8119392,-0.2973229,1.1369566,-0.4025487,0.6491128,0.56427836,0.53438514,-0.5096289,0.4243238,-0.1693198,0.6888961,0.40064391,0.77808785,-0.19641332,0.92948383,-0.6468128,0.4538802,-0.09117241,0.31484854,-0.30966875,-2.2575793,-2.4304304,0.1670516,0.015287896,-0.7302388,1.3349878,0
1.3379654,-7.6789956,-2.1985874,4.7456856,1.4320889,-1.6168474,-6.0480447,-2.4233766,-5.299528,-1.906036,-2.2132292,2.914623,2.074585,-2.291831,3.3343596,0.72815645,0.71137935,-0.2667812,1.9519451,-1.932065,1.2572784,-0.32748064,1.3142577,0.7736721,-0.0023880997,0.2856069,0.09535896,0.7240786,1.5525522,1.399413,1.0275385,-0.9658214,0.13671924,0.87842786,-1.2584057,0.2912991,-0.16875914,-0.2168971,-0.61688274,0.2796202,0.7738379,0.13034678,1.7624114,-2.0392764,-0.7854554,0.08520484,0.8369371,1.3025887,0.17886612,0.14950557,0
5.8059483,-1.2831771,1.1856792,0.39272925,0.64881605,1.0275619,2.8584192,2.6960979,0.5895183,2.3361008,-0.7551887,1.639738,-1.9414989,1.9002309,0.24048565,-0.8832384,-1.2209213,-0.42036256,0.7194301,-0.06949657,-1.735196,0.07339424,-1.7757012,0.5743298,-1.1744459,0.5055649,1.1265314,0.0021140394,1.636588,0.53818905,-0.71712846,1.6995529,1.1393945,1.0476807,2.292464,1.2705873,1.1704956,-0.6364487,2.0454886,0.72723085,0.65137833,-0.23965849,2.2740781,0.69896996,-0.31260747,0.27394223,-1.0029547,-1.0633451,-0.33668205,0.27380645,0
4.5691295,-5.7460427,1.9384247,1.5708535,-1.7245185,-2.6342356,-0.6182335,3.328364,3.360499,-0.71859944,-1.51872,-2.115012,-0.51618737,2.1780589,-1.2171361,-2.9926333,3.0544233,-3.2326212,0.921654,-0.60073507,-0.17596515,-0.18406509,-0.5378742,-1.0613896,0.58765495,-1.6658317,-0.56998396,-0.9198689,0.50138575,0.11477362,2.7829056,1.1266629,0.12364441,-0.9287946,1.861018,-0.694839,0.5444487,-2.413551,-0.75031435,-1.1782435,-0.38684294,-0.08367546,0.6143564,1.1499791,0.32023257,0.3218608,0.5166531,-1.1127033,-1.2374164,-0.33340502,0
1.9970154,-6.8085103,-0.62762964,2.5513163,-0.3269642,0.28904548,3.1135113,2.3169734,2.3854966,0.33616686,-0.9184629,2.3849528,-2.59608,2.6772249,1.3367697,-0.90503377,-2.2706003,1.1853967,-0.5959871,-0.012530544,-1.37176,-2.3879094,1.6286371,-0.5367124,-0.5731746,0.29811504,-0.21287052,-0.5976149,-0.25569916,-0.175382,0.79179466,-0.20852815,1.0341716,0.23626205,0.5796565,-2.4638875,-0.87399167,-0.47268385,-2.1855936,-0.8847764,0.062149346,0.6903118,0.19562197,-0.5077333,-1.0517237,0.82076126,-0.92159367,-0.66722035,-2.7102313,-0.41014773,0
6.418434,-4.400991,-1.593539,5.516324,-1.0649961,-0.8273666,0.016482433,-0.10809451,-0.7049859,-0.09236501,1.6741008,2.7411897,-1.4631711,0.9788917,5.7345767,1.4389279,-1.2935255,1.9131895,2.954041,-1.8532962,0.7765244,-0.437225,-0.10805395,0.54429007,-1.2746984,0.09447927,-0.7046448,0.028795484,1.5673946,2.0570934,-1.4528152,-0.78703135,-0.34640616,-0.7579509,0.16151619,1.9576783,-0.49751654,-1.2224838,1.0344654,-0.8720589,1.4895899,0.651708,0.20770746,-0.95160574,0.34194827,2.572156,-0.45884332,-0.21955891,0.115407035,0.26566148,0
-1.6622376,-3.6580746,-0.5890157,3.727002,1.3943912,-3.8714626,-7.347914,-2.9654708,-1.5356189,2.7098658,0.1076898,4.248936,-1.7127194,1.2070949,-2.3463743,-0.7860212,2.158669,-2.032452,2.082098,-2.7080133,1.1476873,0.47233096,0.5222734,-0.029334495,-0.20415106,0.56337446,-1.635379,-1.1012282,2.2019324,-0.41206613,0.016814897,-2.3592865,0.62183815,0.42491117,-0.08628388,-0.58600795,-0.41733336,2.108085,1.454133,0.49067846,-0.117851935,0.66793495,1.3264447,-0.008976296,1.7740587,0.7631856,0.53025943,0.050142508,-0.41191015,-0.42522576,0
5.6079984,-2.3044944,-2.3008993,5.0415206,1.0012909,0.6682047,4.480852,-0.5516979,-2.352431,2.0720937,1.386481,1.1259428,1.7981066,0.7189703,-0.47009763,-1.4137266,1.1615779,0.46168956,-1.2530711,-3.815787,0.8137316,-0.22382352,0.70433646,-2.2236252,-1.4878521,1.3281895,1.8466911,-1.3257968,-1.9203037,-3.9516454,-1.3993623,-0.8884363,-2.442779,-0.5743536,-0.84352404,0.13163586,-0.99414825,0.31470442,-1.0471256,-0.10937445,-1.6044558,-1.6911192,-0.40821195,0.11940301,0.31579158,0.9839583,-1.2118012,0.6777637,-1.5972581,1.3672907,0
5.943345,0.7132212,1.9335642,2.231445,-0.16130134,-0.43224117,-2.074386,3.211469,-5.0956674,-4.9522543,0.19711326,4.8350987,0.055493735,-0.80483496,2.6276252,-0.040947437,-0.95979905,0.45338863,1.3935633,-0.8280591,1.4445325,1.5565746,0.48879856,2.1354523,1.5725981,0.092651494,-1.3053074,0.71816796,2.5577292,0.024646278,-0.7233219,3.0557644,-1.691396,2.8177261,0.9976078,-0.09327488,-0.49394017,1.3619555,0.7863536,5.0606327,1.5664631,0.22574008,0.6748752,1.0480189,-0.75881827,-1.5027416,-0.64353216,1.2798404,-1.3563597,-1.0595324,0
1.563433,-5.303236,-1.6427653,2.1769822,3.9594157,-3.802528,-3.736395,-1.1103083,-6.125412,-0.47280574,-2.3734705,0.6546944,-0.43765175,-1.5277315,2.1707466,0.6661488,2.063211,-1.0277101,-0.27293283,-0.9459614,-2.8618174,0.9222013,-0.7820026,2.7826014,-0.77273846,-1.5563647,2.3835323,0.7827208,2.3633413,-0.0497586,-2.800497,0.007339609,0.84358895,1.0288182,-1.9051045,-0.38525283,1.3121629,0.17958637,0.9244225,0.421754,0.48155323,-1.5429265,2.7062004,0.4734949,-2.5973709,-1.0306458,0.7370969,0.18262222,0.23139077,0.8465876,0
4.1628056,-4.5861497,-0.66386807,5.603078,1.1740061,0.1795936,-0.46026382,1.8722786,-1.0801152,-0.24098484,-1.099357,3.4156427,-3.6300387,0.8076248,-0.06367865,0.9137502,0.01918819,-1.7539338,-3.2716646,0.83699816,-0.71810293,0.047150243,-1.7901738,-2.4886382,-0.6759757,1.5499443,-0.28441718,-1.4773283,-1.0081701,0.5493623,0.57897276,0.5328996,0.9632854,-2.3540916,1.4885076,0.501343,1.6831851,-0.1483714,-0.8953922,-0.19301133,-1.6408794,0.119331,0.62635595,1.7931439,0.19957145,-1.7920867,-1.1778721,2.2699242,-0.993318,1.3019773,0
5.3865185,-2.345915,2.8073874,1.6188673,-1.2264905,-2.2555566,-1.4503955,1.8321238,2.2875893,-1.2869575,-2.4574935,-2.0948026,-0.91471946,1.0075284,1.1725625,-2.5073464,2.7965784,-2.0491314,2.5123293,-1.1681784,-1.2682998,-0.6622234,0.0022232938,-0.49262363,1.0463866,-1.5129918,-0.56230724,0.038489908,2.5229728,0.3981755,1.2592738,-0.31291342,-0.85539097,1.0146708,0.59752697,-0.6878993,-1.0873526,-1.7884988,2.0282671,-0.3446138,0.02718293,-1.698017,-0.68841034,-1.205416,-1.6792463,0.8478147,0.6931374,-0.654731,-0.2695224,-0.009359067,0
2.0396433,-7.981964,-3.4706697,10.056525,3.2206883,-1.6551152,1.8572699,-1.8004252,-1.1998771,-1.0373361,-2.7568262,4.486393,-1.6401486,-1.1804423,2.348815,-2.2692444,3.4528718,0.32299697,-2.1373463,0.76980454,2.1006463,-2.9475718,-1.5517049,-0.9894624,0.17194082,-1.7964945,0.6182199,-0.7838568,-0.5685708,-1.6680803,1.0974813,-0.85555154,3.101446,-1.1029594,0.37967637,0.45424843,2.9097266,1.3642484,1.5595284,-0.8058643,0.39062464,-0.59427065,0.2845246,1.4141407,0.34289318,-1.8860666,-1.2861323,-0.026915263,0.7220439,0.19259568,0
5.796781,-1.5708207,-2.0248785,10.686107,1.2221516,-0.8989027,1.09517,0.19080538,-0.82645255,0.9545346,-2.0837226,2.48122,-1.4195167,0.19530001,3.9425013,3.205578,-2.4213998,-0.541388,2.6475635,-2.1109493,2.5033104,-1.4495827,-2.1491385,0.022608371,-2.129163,1.3680773,0.5607199,-2.1136575,2.259608,1.6163402,-0.6441391,0.02732469,-0.9426525,-0.8434052,1.3436067,0.39103943,-2.551484,-0.50540495,1.2917646,-0.6792053,0.5863514,0.23563965,1.8611476,-0.368482,0.31367338,1.1076999,0.6013308,0.45187646,0.35459468,-0.23837107,0
-3.5937185,-6.0030084,-0.21876101,6.960792,4.648989,-2.066135,4.5196414,-0.30839497,-2.622519,-0.87611085,-2.7760735,0.3259315,-1.0287699,0.7166941,2.4079938,2.1894207,-2.108626,1.3387065,-3.4877558,0.7028655,1.3996177,-2.3511858,-0.09253756,-1.8518878,-0.1299863,-0.46077618,3.0719256,-0.3342982,1.4133738,-0.33938304,0.86331195,0.812056,-0.76782316,-0.23365851,0.12512383,-0.32148516,-0.9644757,-2.540609,0.01963235,-0.65081,-1.4625211,0.19288744,-0.563831,0.31367382,-3.235515,-2.2812471,-2.6838756,0.4944377,-0.38577878,-0.9193407,0
-2.9334314,-8.71804,-2.716957,4.037162,3.1835344,0.38389692,-0.66633344,-2.075569,-1.8740174,2.6025631,-3.9537332,2.700308,-1.2087376,0.73358136,-0.39675957,0.49424574,-0.60560644,1.2935457,0.86199385,-0.07590566,-0.12820323,-1.7694929,2.2646315,0.60274285,0.22503743,0.12607533,-1.0112697,1.9303746,0.57734275,-0.102609545,0.8154091,-1.0961121,1.1699066,-2.2059038,0.21331893,-2.3014672,-1.3844763,-0.5446901,-1.3483237,0.68871456,-0.110668756,-0.43550614,-0.8837,0.06907652,-0.9732393,0.74756783,0.2964158,-0.90626585,1.188932,-0.19824159,0
8.384088,-1.617881,1.9397118,1.5551584,1.0207739,0.14400513,3.8072033,3.3327181,2.9356325,1.9575046,-0.44922614,-1.5530666,-1.1374741,1.907837,1.0936023,-2.3399134,-0.7143828,-1.3358641,1.3392729,0.16425686,-3.6991796,-1.4068563,-1.5273697,-0.09451794,-0.770341,-0.7592328,0.28867874,-0.88895756,0.05177308,0.13941513,-0.30602565,0.6475739,0.30483687,1.8704765,-0.09067813,-0.6276918,1.1042686,-0.44332042,2.8772974,-0.03612317,-0.23841235,0.47873002,-0.37970588,0.55128676,-1.8018571,0.42199582,-0.7289289,-0.6935887,0.41287076,-0.18454942,0
-2.0736573,-2.4884088,-3.136692,12.479824,7.192083,-0.8313013,1.1610243,-5.481858,-2.1204765,3.1903625,-3.842725,2.9363475,-0.23452415,3.9839075,2.6257427,-0.09338771,-0.525713,0.09501379,-0.92788774,0.17176364,1.8674928,-3.3435762,-0.77071685,0.23969331,-1.5860463,-0.13536221,-2.0641901,-1.805703,1.2499244,-0.14974475,3.456953,0.5286486,0.9565909,0.28295228,-0.04700513,2.7639596,1.2888389,4.8264427,0.36551476,0.63305116,-2.413618,2.0503805,-0.13760602,-0.4159202,1.5261109,1.2098877,2.5775576,-0.8180033,1.1688716,-0.4273981,0
2.2178411,-8.110954,2.45753,3.0252793,1.8382907,1.9325788,0.28434318,0.9800451,-0.26295,0.41418996,-2.5550635,3.4486074,0.79924285,-1.7633482,0.3609394,-0.72087866,-0.13373446,-1.1334028,-0.57726496,2.838239,0.24568132,-0.03826213,-0.26879197,-1.6573607,1.1740296,-0.7423798,0.40870464,2.1346695,0.003741461,0.6032568,2.3745372,-0.4503719,0.78652537,-0.5119296,-2.33529,-0.08600519,1.7204046,-0.5267631,-0.2067515,0.35212106,0.1786087,-1.6447046,0.014298759,0.65510714,0.52537876,1.1045902,-0.811439,-0.997705,-0.23714684,-0.34549353,0
7.87107,-4.797347,1.3134773,3.1037576,1.5125856,0.5073559,1.334085,1.4408592,-0.6903787,-1.763933,-2.3735957,0.94978493,-0.6258815,3.9367087,0.62133104,-2.1220531,0.50222886,-1.9014769,0.75930756,-0.8827542,-1.7085229,-0.11708114,-1.5058938,0.13245235,1.0302202,1.7300361,0.30505604,-0.9306079,-2.4209523,-0.97562563,-1.4733166,0.956927,0.34767112,0.14513922,-0.42517978,1.074284,0.41343755,-0.07930782,0.692666,1.0689077,0.9236076,-0.8470562,-0.8346817,0.25412825,1.1329111,1.6317024,1.1174918,-0.004682848,-0.6291578,-0.36040077,0
2.7043881,-1.8402073,-3.0363336,2.0140197,-0.9103667,-0.7647135,4.6799884,2.1863737,0.17932263,-0.9576783,1.707195,1.5537049,-1.6067528,-0.63645184,2.1432502,1.1537876,-2.8555508,0.063510574,0.3466071,0.6325562,-1.0406238,-0.5656098,-0.5662734,2.2820919,-1.8679037,-1.9724094,0.5810672,0.6538808,2.9416575,0.45778918,0.86920273,1.3272136,-1.7280909,-0.079164855,-0.30820408,-0.6896034,0.3124415,0.8720309,2.8421526,-0.64789563,-0.098010935,-0.075466834,-0.19405095,0.8504093,-0.48432195,-0.5760577,0.11477566,0.8548039,1.0228922,0.6132596,0
-1.4780635,-1.2834965,-2.7976556,3.8833232,-2.2430236,-1.2058216,3.6563916,-1.38637,0.95824736,-3.326977,1.5717686,1.4479635,-0.7640801,-0.34863117,-1.2694657,-1.3722343,-0.05204467,1.0504798,-1.0621231,0.44016576,2.6598516,-3.7289126,-0.5795843,2.2805645,-1.9800043,0.817244,-0.46758235,-3.294793,-1.3561187,3.060657,1.1180025,-0.024290109,-1.204368,0.07169662,0.61608875,1.1393181,0.47858325,0.23805395,-1.7674975,-1.3708446,0.237644,-0.59830123,-0.22196065,0.61698055,-0.7623124,-2.3240254,-0.58389556,-1.81853,-0.14907055,-0.84273565,0
4.8614,-2.8496084,-0.3368101,6.821096,-1.4309047,2.2781556,2.4336436,-0.11051595,-1.6269118,0.40558165,-1.5352699,-0.40943125,3.0945292,-2.1842017,1.3183733,-0.7634303,1.3473711,-1.3059305,0.61505437,-0.62096,-1.010005,0.23146546,-0.84430665,1.0674092,0.22044766,-0.9479951,-0.13472652,2.334943,-0.8921489,-0.3127214,-1.8469905,0.21457094,-0.28669694,3.3507895,-0.007448903,3.1039522,-0.6247712,1.2397126,1.0111215,-0.28421,0.23260021,1.2676512,-1.2016971,-0.4716283,-0.34404176,-0.8009341,0.037702143,1.9057119,1.1267506,1.135576,0
5.455891,-5.32568,0.72824204,-0.2014248,-1.7366492,0.44794434,1.0419495,-1.3491402,3.2238307,-0.44182754,-2.2017043,-1.0519432,0.464767,0.31627834,1.3767579,-0.36816087,0.8407867,-0.42779753,1.4199113,0.17970021,-1.1241474,-0.6493484,-0.35963458,1.4189122,0.056519143,-0.013118764,1.955275,-0.74263114,-1.3100868,0.9256957,0.5962,0.47512916,-0.63338333,0.092419796,0.32888418,-0.4793107,-1.2759988,0.09335357,0.13283524,-0.007827531,0.7802245,-1.1637033,-0.18417677,-0.51129735,-1.0850779,0.2513941,-0.44469917,-1.1093473,-0.11254788,0.5673114,0
2.6363437,-4.11988,4.8532453,2.46397,1.2801725,-0.79515654,-2.6700375,2.2100692,-1.33884,-2.6379879,-2.2120783,1.9730637,1.1445905,-1.3788514,0.11624136,-1.871287,1.3953999,-1.1527528,0.19729146,0.21435376,-1.780119,0.15159498,1.135741,-2.1432405,-0.5717506,0.8866747,0.55321556,-0.99772847,0.2934425,-1.0137019,1.9453716,0.16159722,1.2964224,-0.8358996,0.40006307,-1.9375544,1.3576995,0.56279224,-0.8249094,-0.9235567,-0.16968997,-0.090013325,0.057115607,2.546098,-0.67661226,-0.17892855,-0.5539719,-0.5818615,-0.59504396,-0.12249441,0
6.692431,2.6392674,-2.8195212,1.9070385,3.970191,-0.6750898,0.68668795,-1.5500827,-0.5827467,4.246657,2.3608434,3.5459142,-2.7183397,-0.65395766,-1.4009447,-3.184898,-0.3116769,0.3971094,0.59907585,1.2638994,-0.2171341,1.4079602,-0.4118438,1.8730102,-0.25883526,-1.3488873,1.0731932,0.847607,3.0022185,-0.40191913,0.32011867,3.1061373,1.5575161,-1.7157861,0.95173126,-0.21518278,1.815327,-1.0864824,0.04967634,1.5013297,-3.1495416,0.12120238,0.876559,1.963797,-1.2892839,1.975843,1.8780836,1.2369351,1.3841647,-1.0769743,0
-2.2477138,-5.4890285,-1.4444901,1.0321527,-1.1614034,0.11656687,0.6550449,-1.1267545,3.9292164,-1.451082,-0.28388983,2.6456544,-1.0680442,-0.59886146,3.0720325,-1.5269576,-1.1658133,2.1511633,-0.020359563,2.5997648,-1.2452558,-0.13451476,0.3441285,-1.2091227,-1.5462162,0.8272539,-0.06749308,-0.46145132,-0.26413828,2.7775233,0.7383915,-0.7160227,-2.0913222,1.7345903,0.8944575,0.40393656,-0.58431435,-0.6856435,0.9873803,0.30784038,-0.8772456,0.93185014,-2.4098914,-1.2116133,-1.7342544,-1.263759,-2.1353397,0.022852909,0.49991405,-0.2604477,0
3.538362,-5.670836,-3.7493267,1.2185732,-1.7134866,0.4187312,0.31809133,-1.1816936,2.1430738,1.3263537,-0.80750763,0.54341924,0.4094939,0.740026,-1.4937387,-1.4093343,0.056832306,-2.4604282,-1.4216379,0.27587092,1.8403658,-0.4098783,0.19032682,1.2593527,-1.1985657,-1.4655035,1.5820872,-1.5375794,2.0190964,0.6870185,-2.835807,-0.14852238,0.89311206,-0.5842924,-0.26640114,2.2080805,0.28267932,-0.1926303,-0.39519393,1.3369355,-1.9301249,-0.8363618,-0.08347693,1.7260861,0.11966366,-0.912101,-0.15016654,-1.8741237,0.1627013,0.39679572,0
